uMarka,urunKategorileri,urunKategorileriTwo,urunKategorileriThree,urunKategorileriFour,urunKategorileriFive,urunKategorileriSix,urunKategorileriSeven,urunAdi,urunAciklama,urunFoto,urunURL
Doğuş,icecekler,Bitki Çayları,,,,,,Doğuş Ihlamur Bardak Poşet 20'li 32 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-ihlamur-bardak-poset-20li-32-gr
Lipton,icecekler,Bitki Çayları,,,,,,Lipton Ihlamur Çayı 20'li 32 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-ihlamur-cayi-20li-32-gr
Lipton,icecekler,Bitki Çayları,,,,,,Lipton Kuşburnu Çayı 20'li 50 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-kusburnu-cayi-20li-50-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Ihlamur 26 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-ihlamur-26-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Papatya Çayı 30 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-papatya-cayi-30-gr
Doğuş,icecekler,Bitki Çayları,,,,,,Doğuş Kuşburnu Bardak Poşet 20'li 50 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-kusburnu-bardak-poset-20li-50-gr
Lipton,icecekler,Bitki Çayları,,,,,,Lipton Papatya Çayı 20'li 30 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-papatya-cayi-20li-30-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Rezene Çayı 20 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-rezene-cayi-20-gr
Mesh Stick,icecekler,Bitki Çayları,,,,,,Mesh Stick Emziren Anneler Çayı 16'lı 32 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-emziren-anneler-cayi-16li-32-gr
Mesh Stick,icecekler,Bitki Çayları,,,,,,Mesh Stick Nar Çayı 16'lı 35 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-nar-cayi-16li-35-gr
Mesh Stick,icecekler,Bitki Çayları,,,,,,Mesh Stick Roybos Çayı 16'lı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-roybos-cayi-16li
Lipton,icecekler,Bitki Çayları,,,,,,Lipton Zencefil Limon Çayı 20'li 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-zencefil-limon-cayi-20li-40-gr
Lipton,icecekler,Bitki Çayları,,,,,,Lipton Tea Bag Ada Çayı 20'li 30 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-tea-bag-ada-cayi-20li-30-gr
Mesh Stick,icecekler,Bitki Çayları,,,,,,Mesh Stick Kuşburnu Çayı 16'lı 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-kusburnu-cayi-16li-40-gr
Mesh Stick,icecekler,Bitki Çayları,,,,,,Mesh Stick Nane Çayı 16'lı 28.8 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-nane-cayi-16li-288-gr
Mesh Stick,icecekler,Bitki Çayları,,,,,,Mesh Stick Orman Meyveli Çay 16'lı 32 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-orman-meyveli-cay-16li-32-gr
Lipton,icecekler,Bitki Çayları,,,,,,Lipton Rezene Çayı 20'li 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-rezene-cayi-20li-40-gr
Lipton,icecekler,Bitki Çayları,,,,,,Lipton Tea Bag Nane Limon Çayı 20'li 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-tea-bag-nane-limon-cayi-20li-40-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Ayvalı Ihlamur Çayı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-ayvali-ihlamur-cayi
Doğuş,icecekler,Bitki Çayları,,,,,,Doğuş Elma Meyve Çayı 20'li 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-elma-meyve-cayi-20li-40-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Böğürtlen Çayı 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-bogurtlen-cayi-40-gr
Doğuş,icecekler,Bitki Çayları,,,,,,Doğuş Zencefil Limon Çay 20'li 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-zencefil-limon-cay-20li-40-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Zencefil Ihlamur Ballı Bitki Çayı 38 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-zencefil-ihlamur-balli-bitki-cayi-38-gr
Mesh Stick,icecekler,Bitki Çayları,,,,,,Mesh Stick Ada Çayı 16'lı 32 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-ada-cayi-16li-32-gr
Mesh Stick,icecekler,Bitki Çayları,,,,,,Mesh Stick Zahter Çayı 16'lı 14 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-zahter-cayi-16li-14-gr
Mesh Stick,icecekler,Bitki Çayları,,,,,,Mesh Stick Rezene Çayı 16'lı 32 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-rezene-cayi-16li-32-gr
Mesh Stick,icecekler,Bitki Çayları,,,,,,Mesh Stick Elma Çayı 16'lı 32 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-elma-cayi-16li-32-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Kuşburnu 50 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-kusburnu-50-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Elma 39 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-elma-39-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Ada Çayı 20 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-ada-cayi-20-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Zencefil Limon Kabuklu Çay 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-zencefil-limon-kabuklu-cay-40-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Relax Passifloralı 27 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-relax-passiflorali-27-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Melisa 27 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-melisa-27-gr
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Goji Berry 20'li,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-goji-berry-20li
Doğadan,icecekler,Bitki Çayları,,,,,,Doğadan Zerdeçal 26 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-zerdecal-26-gr
Lipton,icecekler,Demlik Poşet Çay,,,,,,Lipton Earl Grey Demlik Poşet Çay 153 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-earl-grey-demlik-poset-cay-153-gr
Doğuş,icecekler,Demlik Poşet Çay,,,,,,Doğuş Black Label Demlik Poşet 100'lü 320 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-black-label-demlik-poset-100lu-320-gr
Doğuş,icecekler,Demlik Poşet Çay,,,,,,Doğuş Earl Grey Demlik Poşet 48 153 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-earl-grey-demlik-poset-48li-153-gr
Çaykur,icecekler,Demlik Poşet Çay,,,,,,Çaykur Demlik Poşet 40'lı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-demlik-poset-40li
Lipton,icecekler,Demlik Poşet Çay,,,,,,Lipton Yellow Label 100'lü Eko Demlik Poşet Çay 320 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-yellow-label-100lu-eko-demlik-poset-cay-320-gr
Lipton,icecekler,Demlik Poşet Çay,,,,,,Lipton Yellow Label Demlik Poşet Çay 153 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-yellow-label-demlik-poset-cay-153-gr
Doğuş,icecekler,Demlik Poşet Çay,,,,,,Doğuş Black Label Demlik Çay 48'li 153 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-black-label-demlik-cay-48li-153-gr
Lipton,icecekler,Demlik Poşet Çay,,,,,,Lipton Earl Grey 100'lü Eko Demlik Poşet Çay 320 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-earl-grey-100lu-eko-demlik-poset-cay-320-gr
Doğuş,icecekler,Demlik Poşet Çay,,,,,,Doğuş Earl Grey Demlik Poşet 100'lü 320 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-earl-grey-demlik-poset-100lu-320-gr
Beta,icecekler,Demlik Poşet Çay,,,,,,Beta Champion Demlik Poşet Çay 48x3.2 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/beta-champion-demlik-poset-cay-48x32-gr
Lipton,icecekler,Demlik Poşet Çay,,,,,,Lipton Doğu Karadeniz Eko Demlik 100'lü Çay 320 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-dogu-karadeniz-eko-demlik-100lu-cay-320-gr
Doğuş,icecekler,Demlik Poşet Çay,,,,,,Doğuş Karadeniz Demlik Poşet 100'lü 320 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-karadeniz-demlik-poset-100lu-320-gr
Lipton,icecekler,Demlik Poşet Çay,,,,,,Lipton Extra Demlik Poşet Çay 153 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-extra-demlik-poset-cay-153-gr
Lipton,icecekler,Demlik Poşet Çay,,,,,,Lipton Extra Demlik Poşet 100'lü 320 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-extra-demlik-poset-100lu-320-gr
Ofçay,icecekler,Demlik Poşet Çay,,,,,,Ofçay Hazine Demlik Poset 450 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/ofcay-hazine-demlik-poset-450-gr
Doğuş,icecekler,Demlik Poşet Çay,,,,,,Doğuş Gurme Demlik Poşet 48'li 153 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-gurme-demlik-poset-48li-153-gr
Doğuş,icecekler,Demlik Poşet Çay,,,,,,Doğuş Gurme Demlik Poşet 100'lü 320 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-gurme-demlik-poset-100lu-320-gr
Beta,icecekler,Demlik Poşet Çay,,,,,,Beta Earl Grey Demlik Poşet Çay 48x3.2 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/beta-earl-grey-demlik-poset-cay-48x32-gr
Beta,icecekler,Demlik Poşet Çay,,,,,,Beta Selected Demlik Poset Çay 48x3.2 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/beta-selected-demlik-poset-cay-48x32-gr
Çaykur,icecekler,Demlik Poşet Çay,,,,,,Çaykur Altınbaş Demlik Poşet 200 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-altinbas-demlik-poset-200-gr
Çaykur,icecekler,Demlik Poşet Çay,,,,,,Çaykur Altınbaş Earl Grey Demlik 200 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-altinbas-earl-grey-demlik-200-gr
Lipton,icecekler,Demlik Poşet Çay,,,,,,Lipton Filiz Demlik 48'li 153 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-filiz-demlik-48li-153-gr
Lipton,icecekler,Demlik Poşet Çay,,,,,,Lipton Doğu Karadeniz 80'li Demlik Çay 256 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-dogu-karadeniz-80li-demlik-cay-256-gr
Doğuş,icecekler,Dökme Çaylar,,,,,,Doğuş Siyah Filiz Çay 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-siyah-filiz-cay-500-gr
Doğuş,icecekler,Dökme Çaylar,,,,,,Doğuş Rize Çay 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-rize-cay-500-gr
Lipton,icecekler,Dökme Çaylar,,,,,,Lipton Yellow Label Dökme Çay 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-yellow-label-dokme-cay-500-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Rize Çayı 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-rize-cayi-500-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Kamelya Çayı 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-kamelya-cayi-500-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Kamelya Çayı 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-kamelya-cayi-1000-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Tiryaki Çayı 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-tiryaki-cayi-1000-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Rize Turist Çay 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-rize-turist-cay-1000-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Tiryaki Çayı 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-tiryaki-cayi-500-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Çay Çiçeği 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-cay-cicegi-500-gr
Doğuş,icecekler,Dökme Çaylar,,,,,,Doğuş Karadeniz Siyah Filiz Çay 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-karadeniz-siyah-filiz-cay-1000-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Rize Turist 100 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-rize-turist-100-gr
Lipton,icecekler,Dökme Çaylar,,,,,,Lipton Yellow Label Çay 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-yellow-label-cay-1000-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Tomurcuk Earl Grey Teneke 125 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-tomurcuk-earl-grey-teneke-125-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Çay Çiçeği 200 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-cay-cicegi-200-gr
Lipton,icecekler,Dökme Çaylar,,,,,,Lipton Dökme Doğu Karadeniz 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-dokme-dogu-karadeniz-500-gr
Lipton,icecekler,Dökme Çaylar,,,,,,Lipton Dökme Doğu Karadeniz 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-dokme-dogu-karadeniz-1000-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Filiz Çayı 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-filiz-cayi-1000-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Filiz Çayı 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-filiz-cayi-500-gr
Doğuş,icecekler,Dökme Çaylar,,,,,,Doğuş Tomurcuk Çayı Teneke 125 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-tomurcuk-cayi-teneke-125-gr
Doğadan,icecekler,Dökme Çaylar,,,,,,Doğadan Gizli Bahçe 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-gizli-bahce-1000-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Filiz Çayı 200 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-filiz-cayi-200-gr
Doğuş,icecekler,Dökme Çaylar,,,,,,Doğuş Karadeniz Çay 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-karadeniz-cay-500-gr
Lipton,icecekler,Dökme Çaylar,,,,,,Lipton Earl Grey Dökme Çay 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-earl-grey-dokme-cay-1000-gr
Lipton,icecekler,Dökme Çaylar,,,,,,Lipton Earl Grey Dökme Çay 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-earl-grey-dokme-cay-500-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Rize Çayı 200 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-rize-cayi-200-gr
Lipton,icecekler,Dökme Çaylar,,,,,,Lipton Ekstra Dem 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-ekstra-dem-500-gr
Lipton,icecekler,Dökme Çaylar,,,,,,Lipton Earl Grey Karton 100 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-earl-grey-karton-100-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Ramazan Çayı 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-ramazan-cayi-1000-gr
Ofçay,icecekler,Dökme Çaylar,,,,,,Ofçay Tiryakisine Çay 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/ofcay-tiryakisine-cay-1000-gr
Tirebolu,icecekler,Dökme Çaylar,,,,,,Tirebolu 42 Özel Üretim Siyah Çay 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tirebolu-42-cayi-1000-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Organik Hemşin Çay Karton 400 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-organik-hemsin-cay-karton-400-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Altınbaş Bergamotlu Teneke 400 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-altinbas-bergamotlu-teneke-400-gr
Lipton,icecekler,Dökme Çaylar,,,,,,Lipton Filiz Dökme Çay 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-filiz-dokme-cay-500-gr
Lipton,icecekler,Dökme Çaylar,,,,,,Lipton Rize Çay 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-rize-cay-1000-gr
Doğuş,icecekler,Dökme Çaylar,,,,,,Doğuş Gurme Siyah Çay 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-gurme-siyah-cay-500-gr
Doğuş,icecekler,Dökme Çaylar,,,,,,Doğuş Gurme Çay 1000 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-gurme-cay-1000-gr
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur Altınbaş Teneke Kutu 400 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-altinbas-teneke-kutu-400-gr
Karali,icecekler,Dökme Çaylar,,,,,,Karali Geleneksel Filiz Çayı 1 kg,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/karali-geleneksel-filiz-cayi-1-kg
Karali,icecekler,Dökme Çaylar,,,,,,Karali Karadeniz Filiz Çayı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/karali-karadeniz-filiz-cayi
Karali,icecekler,Dökme Çaylar,,,,,,Karali Karadeniz Harman Çayı 1 kg,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/karali-karadeniz-harman-cayi-1-kg
Karali,icecekler,Dökme Çaylar,,,,,,Karali Geleneksel Rize Turist Çayı 1 kg,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/karali-geleneksel-rize-turist-cayi-1-kg
Çaykur,icecekler,Dökme Çaylar,,,,,,Çaykur 42 Nolu Tirebolu Çayı 500 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-42-nolu-tirebolu-cayi-500-gr
Doğadan,icecekler,Form Çayları,,,,,,Doğadan Form Karışık Bitki 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-form-karisik-bitki-40-gr
Mesh Stick,icecekler,Form Çayları,,,,,,Mesh Stick Detox Çayı 16'lı 32 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-detox-cayi-16li-32-gr
Doğuş,icecekler,Form Çayları,,,,,,Doğuş Form Maydonozlu Limonlu Bitki Çayı 20'li 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-form-maydonozlu-limonlu-bitki-cayi-20li-40-gr
Lipton,icecekler,Form Çayları,,,,,,Lipton Slim Plus Kayısılı Çay 20'li 36 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-form-plus-kayisili-cay-20li-40-gr
Lipton,icecekler,Form Çayları,,,,,,Lipton Slim Plus Kiraz Saplı Çay 20'li 36 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-kiraz-sapli-form-cay-20li-40-gr
Doğuş,icecekler,Form Çayları,,,,,,Doğuş Form Kayısılı Bitki Çayı 20'li 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-form-kayisili-bitki-cayi-20li-40-gr
Doğadan,icecekler,Form Çayları,,,,,,Doğadan Form Kiraz Saplı Çay 40 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-form-kiraz-sapli-cay-40-gr
Doğadan,icecekler,Yeşil Çaylar,,,,,,Doğadan Yeşil Çay 35 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-yesil-cay-35-gr
Çaykur,icecekler,Yeşil Çaylar,,,,,,Çaykur Burcum Dökme Yeşil Çay 100 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/caykur-burcum-dokme-yesil-cay-100-gr
Doğuş,icecekler,Yeşil Çaylar,,,,,,Doğuş Bergamotlu Yeşil Çay 20'li 35 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-bergamotlu-yesil-cay-20li-35-gr
Mesh Stick,icecekler,Yeşil Çaylar,,,,,,Mesh Stick Yeşil Çayı 16'lı 32 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/mesh-stick-yesil-cayi-16li-32-gr
Lipton,icecekler,Yeşil Çaylar,,,,,,Lipton Yeşil Çay 20'li 30 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-yesil-cay-20li-30-gr
Lipton,icecekler,Yeşil Çaylar,,,,,,Lipton Yeşil Çay Limonlu 20'li 30 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-yesil-cay-limonlu-20li-30-gr
Doğuş,icecekler,Yeşil Çaylar,,,,,,Doğuş Yeşil-Limon Bardak Poşet 20'li 35 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-yesil-limon-bardak-poset-20li-35-gr
Lipton,icecekler,Yeşil Çaylar,,,,,,Lipton Yeşil Çay Bergamotlu 20'li 30 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-yesil-cay-bergamotlu-20li-30-gr
Doğadan,icecekler,Yeşil Çaylar,,,,,,Doğadan Limonlu Yeşil Çay 35 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-limonlu-yesil-cay-35-gr
Doğadan,icecekler,Yeşil Çaylar,,,,,,Doğadan Yeşil Açaili Ananas Çayı 34 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-yesil-acaili-ananas-cayi-34-gr
Doğuş,icecekler,Yeşil Çaylar,,,,,,Doğuş Yeşil Çay 200 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogus-yesil-cay-200-gr
Doğadan,icecekler,Yeşil Çaylar,,,,,,Doğadan Yumuşak İçim Yeşil Çay,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-yumusak-icim-yesil-cay
Lipton,icecekler,Yeşil Çaylar,,,,,,Lipton Yeşil Çay Tarçın Karanfilli 20'li 30 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-yesil-cay-tarcin-karanfilli-20li-30-gr
Lipton,icecekler,Yeşil Çaylar,,,,,,Lipton Yeşil Çay Yumuşak İçimli 20'li 20 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/lipton-yesil-cay-yumusak-icimli-20li-20-gr
Doğadan,icecekler,Yeşil Çaylar,,,,,,Doğadan Yaseminli Yeşil Çay 34 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-yaseminli-yesil-cay-34-gr
Doğadan,icecekler,Yeşil Çaylar,,,,,,Doğadan Yeşil Çay - Chai 34 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-yesil-cay---chai-34-gr
Doğadan,icecekler,Yeşil Çaylar,,,,,,Doğadan Yeşil Zencefil Limon Çayı 20 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-yesil-zencefil-limon-cayi-20-gr
Doğadan,icecekler,Yeşil Çaylar,,,,,,Doğadan Yeşil Çay Vitaminli 34 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-yesil-cay-vitaminli-34-gr
Doğadan,icecekler,Yeşil Çaylar,,,,,,Doğadan Yeşil  Bergamot 34 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dogadan-yesil--bergamot-34-gr
Cafe Crown,icecekler,Kahve,,,,,,Cafe Crown 2 si 1 Arada Fındıklı,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cafe-crown-2-si-1-arada-findikli
Nescafe,icecekler,Kahve,,,,,,Nescafe Gold 100 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/nescafe-gold-100-gr
Nescafe,icecekler,Kahve,,,,,,Nescafe Classic Eko Paket 200 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/nescafe-classic-eko-paket-200-gr
Nescafe,icecekler,Kahve,,,,,,Nescafe Gold Blend 50 gr,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/nescafe-gold-blend-50-gr
